所属名,会計,会計名,入出区分,款,款名,項,項名,目,目名,節,節名,細節,細節名,細々節,細々節名,目的１,目的２,目的３,目的４,目的名,目的名２,目的名３,目的名４,自主依存区分,臨経区分,最下層区分１,最下層区分２,最下層区分３,財源区分,年度2,R7予算額,R8予算額
環境課,01,一般会計,1,22,諸収入,05,雑入,05,市民生活部雑入,06,環境課雑入,28,後納郵便料,000,,84,35,15,00,諸収入　　　　　　　　　　　　　　　　　,雑入　　　　　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,0,10,,,,1,508,"1,000 ","1,000 "
環境課,01,一般会計,1,22,諸収入,05,雑入,05,市民生活部雑入,06,環境課雑入,30,広告料,000,,84,35,15,00,諸収入　　　　　　　　　　　　　　　　　,雑入　　　　　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,0,00,,,,0,508,"532,000 ","342,000 "
環境課,01,一般会計,1,22,諸収入,05,雑入,05,市民生活部雑入,06,環境課雑入,38,情報公開等コピー料,000,,84,35,15,00,諸収入　　　　　　　　　　　　　　　　　,雑入　　　　　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,0,10,,,,1,508,"1,000 ","1,000 "
環境課,01,一般会計,1,22,諸収入,05,雑入,05,市民生活部雑入,06,環境課雑入,51,使用済み食用油売却収入,000,,84,35,15,00,諸収入　　　　　　　　　　　　　　　　　,雑入　　　　　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,0,00,,,,0,508,"40,000 ","40,000 "
環境課,01,一般会計,1,22,諸収入,05,雑入,05,市民生活部雑入,06,環境課雑入,52,斎場焼香銭,000,,84,35,15,00,諸収入　　　　　　　　　　　　　　　　　,雑入　　　　　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,0,10,,,,1,508,"1,000 ","1,000 "
環境課,01,一般会計,1,22,諸収入,05,雑入,05,市民生活部雑入,06,環境課雑入,53,斎場処理業務納付金,000,,84,35,15,00,諸収入　　　　　　　　　　　　　　　　　,雑入　　　　　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,0,00,,,,1,508,"1,000 ","1,000 "
環境課,01,一般会計,1,22,諸収入,05,雑入,05,市民生活部雑入,06,環境課雑入,54,行旅死亡人等取扱費納付金,000,,84,35,15,00,諸収入　　　　　　　　　　　　　　　　　,雑入　　　　　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,0,10,,,,1,508,"1,000 ","1,000 "
環境課,01,一般会計,1,22,諸収入,05,雑入,05,市民生活部雑入,06,環境課雑入,55,葬祭費納付金,000,,84,35,15,00,諸収入　　　　　　　　　　　　　　　　　,雑入　　　　　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,0,10,,,,1,508,"1,000 ","1,000 "
環境課,01,一般会計,1,22,諸収入,05,雑入,05,市民生活部雑入,06,環境課雑入,56,行旅死亡人等所持金,000,,84,35,15,00,諸収入　　　　　　　　　　　　　　　　　,雑入　　　　　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,0,10,,,,1,508,"1,000 ","1,000 "
環境課,01,一般会計,1,22,諸収入,05,雑入,05,市民生活部雑入,06,環境課雑入,58,金属売却収入,000,,84,35,15,00,諸収入　　　　　　　　　　　　　　　　　,雑入　　　　　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,0,00,,,,0,508,"4,598,000 ","3,344,000 "
環境課,01,一般会計,1,22,諸収入,05,雑入,05,市民生活部雑入,06,環境課雑入,59,有価資源物売却収入,000,,84,35,15,00,諸収入　　　　　　　　　　　　　　　　　,雑入　　　　　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,0,00,,,,0,508,"27,822,000 ","27,927,000 "
環境課,01,一般会計,1,22,諸収入,05,雑入,05,市民生活部雑入,06,環境課雑入,60,トラックスケール計量カード作成料,000,,84,35,15,00,諸収入　　　　　　　　　　　　　　　　　,雑入　　　　　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,0,10,,,,1,508,0 ,"1,000 "
環境課,01,一般会計,1,22,諸収入,05,雑入,05,市民生活部雑入,06,環境課雑入,61,ペットボトル有償入札拠出金,000,,84,35,15,00,諸収入　　　　　　　　　　　　　　　　　,雑入　　　　　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,0,00,,,,0,508,"1,000,000 ","10,000,000 "
環境課,01,一般会計,1,22,諸収入,05,雑入,05,市民生活部雑入,06,環境課雑入,62,再商品化合理化拠出金,000,,84,35,15,00,諸収入　　　　　　　　　　　　　　　　　,雑入　　　　　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,0,00,,,,0,508,"50,000 ","200,000 "
環境課,01,一般会計,1,22,諸収入,05,雑入,05,市民生活部雑入,06,環境課雑入,66,行旅死亡人等事務費返戻金,000,,84,35,15,00,諸収入　　　　　　　　　　　　　　　　　,雑入　　　　　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,0,10,,,,1,508,"1,000 ","1,000 "
環境課,01,一般会計,1,23,市債,01,市債,03,衛生債,01,上水道事業出資債,03,過疎対策事業債,000,,88,15,00,00,地方債　　　　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,,1,10,01,03,11,1,508,"81,300,000 ","37,000,000 "
環境課,01,一般会計,1,23,市債,01,市債,03,衛生債,07,ごみ処理施設建設事業債,01,一般廃棄物処理事業債,000,,88,15,00,00,地方債　　　　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,,1,10,01,01,03,1,508,"206,200,000 ","1,044,400,000 "
地域事務所,01,一般会計,1,15,使用料及び手数料,01,使用料,01,総務使用料,01,土地使用料,01,目的外使用料,000,,48,20,00,00,使用料　　　　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,,0,00,,,,1,508,"125,000 ","125,000 "
地域事務所,01,一般会計,1,15,使用料及び手数料,01,使用料,01,総務使用料,02,建物使用料,03,石黒地域活動拠点施設使用料,000,,48,20,00,00,使用料　　　　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,,0,00,,,,1,508,"1,000 ","1,000 "
地域事務所,01,一般会計,1,15,使用料及び手数料,01,使用料,01,総務使用料,02,建物使用料,05,高柳町事務所庁舎目的外使用料,000,,48,20,00,00,使用料　　　　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,,0,00,,,,0,508,"265,000 ","263,000 "
地域事務所,01,一般会計,1,15,使用料及び手数料,01,使用料,02,民生使用料,01,土地使用料,01,目的外使用料,000,,48,20,00,00,使用料　　　　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,,0,00,,,,1,508,"21,000 ","21,000 "
地域事務所,01,一般会計,1,15,使用料及び手数料,01,使用料,02,民生使用料,10,いきいき館使用料,01,いきいき館使用料,000,,48,20,00,00,使用料　　　　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,,0,00,,,,1,508,"60,000 ","48,000 "
地域事務所,01,一般会計,1,15,使用料及び手数料,01,使用料,02,民生使用料,10,いきいき館使用料,02,目的外使用料,000,,48,20,00,00,使用料　　　　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,,0,00,,,,1,508,"490,000 ","490,000 "
地域事務所,01,一般会計,1,15,使用料及び手数料,01,使用料,04,農林水産使用料,01,土地使用料,02,目的外使用料,000,,48,20,00,00,使用料　　　　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,,0,00,,,,0,508,"7,000 ","7,000 "
地域事務所,01,一般会計,1,15,使用料及び手数料,01,使用料,04,農林水産使用料,06,農林水産物加工研究施設使用料,02,目的外使用料,000,,48,20,00,00,使用料　　　　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,,0,10,,,,1,508,"120,000 ","131,000 "
地域事務所,01,一般会計,1,15,使用料及び手数料,01,使用料,05,商工使用料,01,土地使用料,01,目的外使用料,000,,48,20,00,00,使用料　　　　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,,0,00,,,,0,508,"25,000 ","25,000 "
地域事務所,01,一般会計,1,15,使用料及び手数料,02,手数料,01,総務手数料,02,徴税手数料,01,証明手数料,000,,52,10,00,00,手　数　料　　　　　　　　　　　　　　　,自治事務に係るもの,,,0,00,,,,1,508,"180,000 ","170,000 "
地域事務所,01,一般会計,1,15,使用料及び手数料,02,手数料,01,総務手数料,02,徴税手数料,02,閲覧手数料,000,,52,10,00,00,手　数　料　　　　　　　　　　　　　　　,自治事務に係るもの,,,0,00,,,,1,508,"13,000 ","16,000 "
地域事務所,01,一般会計,1,15,使用料及び手数料,02,手数料,01,総務手数料,03,戸籍住民基本台帳手数料,01,戸籍住民基本台帳手数料,000,,52,05,00,00,手　数　料　　　　　　　　　　　　　　　,法定受託事務に係るもの,,,0,00,,,,1,508,"1,700,000 ","1,500,000 "
地域事務所,01,一般会計,1,15,使用料及び手数料,02,手数料,03,衛生手数料,01,保健衛生手数料,01,改葬許可手数料,000,,52,10,00,00,手　数　料　　　　　　　　　　　　　　　,自治事務に係るもの,,,0,00,,,,1,508,"12,000 ","12,000 "
地域事務所,01,一般会計,1,18,財産収入,01,財産運用収入,01,財産貸付収入,01,土地貸付収入,01,土地貸付収入,000,,68,05,00,00,財産収入　　　　　　　　　　　　　　　　,財産運用収入　　　　　　　　　　　　　　,,,0,00,,,,0,508,"162,000 ","163,000 "
地域事務所,01,一般会計,1,18,財産収入,01,財産運用収入,01,財産貸付収入,01,土地貸付収入,02,電柱土地貸付料,000,,68,05,00,00,財産収入　　　　　　　　　　　　　　　　,財産運用収入　　　　　　　　　　　　　　,,,0,00,,,,0,508,"79,000 ","80,000 "
地域事務所,01,一般会計,1,18,財産収入,01,財産運用収入,01,財産貸付収入,02,建物貸付収入,01,建物貸付収入,000,,68,05,00,00,財産収入　　　　　　　　　　　　　　　　,財産運用収入　　　　　　　　　　　　　　,,,0,00,,,,1,508,"1,021,000 ","1,021,000 "
地域事務所,01,一般会計,1,22,諸収入,05,雑入,01,弁償金,01,弁償金,01,弁償金,000,,84,35,15,00,諸収入　　　　　　　　　　　　　　　　　,雑入　　　　　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,0,10,,,,1,508,"2,000 ","2,000 "
地域事務所,01,一般会計,1,22,諸収入,05,雑入,05,市民生活部雑入,08,地域事務所雑入,05,雇用保険料,000,,84,35,15,00,諸収入　　　　　　　　　　　　　　　　　,雑入　　　　　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,0,10,,,,1,508,"91,000 ","87,000 "
地域事務所,01,一般会計,1,22,諸収入,05,雑入,05,市民生活部雑入,08,地域事務所雑入,11,光熱水費等使用者負担金,000,,84,35,15,00,諸収入　　　　　　　　　　　　　　　　　,雑入　　　　　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,0,00,,,,1,508,"1,009,000 ","1,035,000 "
地域事務所,01,一般会計,1,22,諸収入,05,雑入,05,市民生活部雑入,08,地域事務所雑入,14,各種出版物等売払収入,000,,84,35,15,00,諸収入　　　　　　　　　　　　　　　　　,雑入　　　　　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,0,10,,,,0,508,"18,000 ","18,000 "
地域事務所,01,一般会計,1,22,諸収入,05,雑入,05,市民生活部雑入,08,地域事務所雑入,36,コピー機使用料,000,,84,35,15,00,諸収入　　　　　　　　　　　　　　　　　,雑入　　　　　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,0,00,,,,1,508,"2,000 ","2,000 "
地域事務所,01,一般会計,1,22,諸収入,05,雑入,05,市民生活部雑入,08,地域事務所雑入,38,情報公開等コピー料,000,,84,35,15,00,諸収入　　　　　　　　　　　　　　　　　,雑入　　　　　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,0,10,,,,1,508,"1,000 ","1,000 "
地域事務所,01,一般会計,1,23,市債,01,市債,01,総務債,03,総合センター整備事業債,05,過疎対策事業債,000,,88,15,00,00,地方債　　　　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,,1,10,01,03,11,1,507,0 ,0 
地域事務所,01,一般会計,1,23,市債,01,市債,02,民生債,04,社会福祉施設整備事業債,03,過疎対策事業債,000,,88,15,00,00,地方債　　　　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,,1,10,01,01,11,1,508,"15,000,000 ","16,500,000 "
地域事務所,01,一般会計,1,23,市債,01,市債,05,商工債,01,観光施設整備事業債,02,過疎対策事業債,000,,88,15,00,00,地方債　　　　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,,1,10,01,03,11,1,507,0 ,0 
地域事務所,01,一般会計,1,23,市債,01,市債,05,商工債,03,商工振興施設整備事業債,01,過疎対策事業債,000,,88,15,00,00,地方債　　　　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,,1,10,01,01,05,1,508,0 ,0 
地域事務所,01,一般会計,1,23,市債,01,市債,05,商工債,03,商工振興施設整備事業債,09,公共施設等適正管理推進事業債,000,,88,15,00,00,地方債　　　　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,,1,10,,,,1,508,0 ,"4,800,000 "
防災・原子力課,01,一般会計,1,13,電源立地地域対策等交付金,01,電源立地地域対策等交付金,01,原子力発電安全対策等交付金,02,広報調査等交付金,01,広報調査等交付金,000,,64,05,30,00,都道府県支出金　　　　　　　　　　　　　,国庫財源を伴うもの　　　　　　　　　　　,電源立地促進対策等交付金　　　　　　　　,,1,10,02,04,19,1,508,"17,115,000 ","17,200,000 "
防災・原子力課,01,一般会計,1,16,国庫支出金,02,国庫補助金,05,消防費国庫補助金,01,消防費補助金,04,社会資本整備総合交付金,000,,56,70,00,00,国庫支出金　　　　　　　　　　　　　　　,社会資本整備総合交付金,,,1,10,,,,1,508,"1,000,000 ","1,000,000 "
防災・原子力課,01,一般会計,1,16,国庫支出金,02,国庫補助金,05,消防費国庫補助金,01,消防費補助金,06,新しい地方経済・生活環境創生交付金,000,,56,65,00,00,国庫支出金　　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,,1,10,,,,1,508,0 ,0 
防災・原子力課,01,一般会計,1,16,国庫支出金,02,国庫補助金,05,消防費国庫補助金,01,消防費補助金,07,地域未来交付金,000,,56,65,00,00,国庫支出金　　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,,1,10,,,,1,508,0 ,"5,294,000 "
防災・原子力課,01,一般会計,1,17,県支出金,02,県補助金,06,消防費県補助金,01,消防費補助金,01,地域防災力向上支援事業補助金,000,,64,10,15,00,都道府県支出金　　　　　　　　　　　　　,都道府県費のみのもの　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,1,10,,,,1,508,0 ,0 
防災・原子力課,01,一般会計,1,17,県支出金,02,県補助金,06,消防費県補助金,01,消防費補助金,04,原子力災害対策施設等維持管理費補助金,000,,64,05,40,00,都道府県支出金　　　　　　　　　　　　　,国庫財源を伴うもの　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,1,10,,,,1,508,"12,782,000 ","16,860,000 "
防災・原子力課,01,一般会計,1,17,県支出金,02,県補助金,06,消防費県補助金,01,消防費補助金,05,原子力発電施設緊急時安全対策事業補助金,000,,64,10,15,00,都道府県支出金　　　　　　　　　　　　　,都道府県費のみのもの　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,1,10,,,,1,508,"49,240,000 ","31,643,000 "
防災・原子力課,01,一般会計,1,17,県支出金,02,県補助金,06,消防費県補助金,01,消防費補助金,09,緊急時避難円滑化事業補助金,000,,64,10,00,00,都道府県支出金　　　　　　　　　　　　　,都道府県費のみのもの　　　　　　　　　　,,,1,10,,,,1,508,"32,860,000 ","245,500,000 "
防災・原子力課,01,一般会計,1,18,財産収入,01,財産運用収入,01,財産貸付収入,01,土地貸付収入,02,電柱土地貸付料,000,,68,05,00,00,財産収入　　　　　　　　　　　　　　　　,財産運用収入　　　　　　　　　　　　　　,,,0,00,,,,0,508,0 ,"3,000 "
防災・原子力課,01,一般会計,1,22,諸収入,05,雑入,06,危機管理部雑入,01,防災・原子力課雑入,05,雇用保険料,000,,84,35,15,00,諸収入　　　　　　　　　　　　　　　　　,雑入　　　　　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,0,10,,,,1,508,"34,000 ","33,000 "
防災・原子力課,01,一般会計,1,22,諸収入,05,雑入,06,危機管理部雑入,01,防災・原子力課雑入,51,光ファイバー回線負担金,000,,84,35,15,00,諸収入　　　　　　　　　　　　　　　　　,雑入　　　　　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,0,00,,,,1,508,"295,000 ","295,000 "
防災・原子力課,01,一般会計,1,22,諸収入,05,雑入,06,危機管理部雑入,01,防災・原子力課雑入,53,ＦＭ送信所電気料負担金,000,,84,35,15,00,諸収入　　　　　　　　　　　　　　　　　,雑入　　　　　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,0,00,,,,1,508,"420,000 ","420,000 "
防災・原子力課,01,一般会計,1,22,諸収入,05,雑入,06,危機管理部雑入,01,防災・原子力課雑入,54,緊急告知ラジオ自己負担金,000,,84,35,15,00,諸収入　　　　　　　　　　　　　　　　　,雑入　　　　　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,0,00,,,,1,508,"49,000 ","59,000 "
防災・原子力課,01,一般会計,1,23,市債,01,市債,07,消防債,01,消防施設整備事業債,06,防災対策事業債,000,,88,15,00,00,地方債　　　　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,,1,10,01,01,07,1,508,0 ,0 
防災・原子力課,01,一般会計,1,23,市債,01,市債,07,消防債,01,消防施設整備事業債,08,緊急防災・減災事業債,000,,88,15,00,00,地方債　　　　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,,1,10,01,01,07,1,508,"166,400,000 ","13,000,000 "
福祉課,01,一般会計,1,14,分担金及び負担金,02,負担金,01,民生費負担金,01,社会福祉費負担金,06,障害者介護給付費等支給審査会共同設置負担金,000,,44,05,00,00,分担金及び負担金　　　　　　　　　　　　,同級他団体からのもの　　　　　　　　　　,,,0,00,,,,1,508,"146,000 ","175,000 "
福祉課,01,一般会計,1,14,分担金及び負担金,02,負担金,01,民生費負担金,01,社会福祉費負担金,11,自立支援事業刈羽村負担金,000,,44,05,00,00,分担金及び負担金　　　　　　　　　　　　,同級他団体からのもの　　　　　　　　　　,,,0,00,,,,1,508,"35,000 ","26,000 "
福祉課,01,一般会計,1,15,使用料及び手数料,01,使用料,02,民生使用料,01,土地使用料,01,目的外使用料,000,,48,20,00,00,使用料　　　　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,,0,00,,,,0,508,"6,000 ","6,000 "
福祉課,01,一般会計,1,16,国庫支出金,01,国庫負担金,01,民生費国庫負担金,01,社会福祉費負担金,02,特別障害者手当等給付費負担金,000,,56,65,00,00,国庫支出金　　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,,1,00,,,,1,508,"31,367,000 ","31,894,000 "
福祉課,01,一般会計,1,16,国庫支出金,01,国庫負担金,01,民生費国庫負担金,01,社会福祉費負担金,03,障害者医療費負担金,000,,56,75,00,00,国庫支出金　　　　　　　　　　　　　　　,障害者自立支援給付費等負担金,,,1,00,,,,1,508,"39,420,000 ","42,144,000 "
福祉課,01,一般会計,1,16,国庫支出金,01,国庫負担金,01,民生費国庫負担金,01,社会福祉費負担金,04,障害児通所給付費等負担金,000,,56,10,00,00,国庫支出金　　　　　　　　　　　　　　　,児童保護費等負担金　,,,1,00,,,,1,508,"60,687,000 ","87,664,000 "
福祉課,01,一般会計,1,16,国庫支出金,01,国庫負担金,01,民生費国庫負担金,01,社会福祉費負担金,06,障害者自立支援給付費負担金,000,,56,75,00,00,国庫支出金　　　　　　　　　　　　　　　,障害者自立支援給付費等負担金,,,1,00,,,,1,508,"935,098,000 ","1,047,632,000 "
福祉課,01,一般会計,1,16,国庫支出金,01,国庫負担金,01,民生費国庫負担金,01,社会福祉費負担金,07,生活困窮者自立相談支援事業費等負担金,000,,56,65,00,00,国庫支出金　　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,,1,00,,,,1,508,"7,626,000 ","7,691,000 "
福祉課,01,一般会計,1,16,国庫支出金,01,国庫負担金,01,民生費国庫負担金,02,児童福祉費負担金,01,児童手当交付金,000,,56,81,00,00,国庫支出金　　　　　　　　　　　　　　　,児童手当等交付金,,,1,00,,,,1,508,"1,102,044,000 ","987,133,000 "
福祉課,01,一般会計,1,16,国庫支出金,01,国庫負担金,01,民生費国庫負担金,02,児童福祉費負担金,02,児童扶養手当給付費負担金,000,,56,65,00,00,国庫支出金　　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,,1,00,,,,1,508,"74,861,000 ","72,071,000 "
福祉課,01,一般会計,1,16,国庫支出金,01,国庫負担金,01,民生費国庫負担金,03,生活保護費負担金,01,生活保護費等負担金,000,,56,05,00,00,国庫支出金　　　　　　　　　　　　　　　,生活保護費負担金　　　　　　　　　　　　,,,1,00,,,,1,508,"682,628,000 ","682,646,000 "
福祉課,01,一般会計,1,16,国庫支出金,02,国庫補助金,02,民生費国庫補助金,01,社会福祉費補助金,03,障害者地域生活支援事業費補助金,000,,56,65,00,00,国庫支出金　　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,,1,00,,,,1,508,"25,206,000 ","20,343,000 "
福祉課,01,一般会計,1,16,国庫支出金,02,国庫補助金,02,民生費国庫補助金,01,社会福祉費補助金,09,生活困窮者就労準備支援事業費等補助金,000,,56,65,00,00,国庫支出金　　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,,1,00,,,,1,508,"15,620,000 ","17,461,000 "
福祉課,01,一般会計,1,16,国庫支出金,02,国庫補助金,02,民生費国庫補助金,01,社会福祉費補助金,19,重層的支援体制整備事業交付金,000,,56,65,00,00,国庫支出金　　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,,1,10,,,,1,508,"150,636,000 ","150,774,000 "
福祉課,01,一般会計,1,16,国庫支出金,03,委託金,02,民生費委託金,01,社会福祉費委託金,01,特別児童扶養手当事務取扱交付金,000,,56,40,15,00,国庫支出金　　　　　　　　　　　　　　　,委託金　　　　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,1,00,,,,1,508,"322,000 ","394,000 "
福祉課,01,一般会計,1,17,県支出金,01,県負担金,01,民生費県負担金,01,社会福祉費負担金,01,民生委員推薦会負担金,000,,64,10,15,00,都道府県支出金　　　　　　　　　　　　　,都道府県費のみのもの　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,1,10,,,,1,508,"21,000 ","14,000 "
福祉課,01,一般会計,1,17,県支出金,01,県負担金,01,民生費県負担金,01,社会福祉費負担金,04,障害者医療費負担金,000,,64,05,45,00,都道府県支出金　　　　　　　　　　　　　,国庫財源を伴うもの　　　　　　　　　　　,障害者自立支援給付費等負担金,,1,00,,,,1,508,"19,710,000 ","21,072,000 "
福祉課,01,一般会計,1,17,県支出金,01,県負担金,01,民生費県負担金,01,社会福祉費負担金,05,障害児通所給付費等負担金,000,,64,05,40,00,都道府県支出金　　　　　　　　　　　　　,国庫財源を伴うもの　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,1,00,,,,1,508,"30,343,000 ","43,832,000 "
福祉課,01,一般会計,1,17,県支出金,01,県負担金,01,民生費県負担金,01,社会福祉費負担金,06,障害者自立支援給付費負担金,000,,64,05,45,00,都道府県支出金　　　　　　　　　　　　　,国庫財源を伴うもの　　　　　　　　　　　,障害者自立支援給付費等負担金,,1,00,,,,1,508,"467,549,000 ","523,816,000 "
福祉課,01,一般会計,1,17,県支出金,01,県負担金,01,民生費県負担金,02,児童福祉費負担金,01,児童手当交付金,000,,64,05,51,00,都道府県支出金　　　　　　　　　　　　　,国庫財源を伴うもの　　　　　　　　　　　,児童手当等交付金,,1,00,,,,1,508,"130,477,000 ","116,933,000 "
福祉課,01,一般会計,1,17,県支出金,01,県負担金,01,民生費県負担金,03,生活保護費負担金,01,生活保護費等負担金,000,,64,05,40,00,都道府県支出金　　　　　　　　　　　　　,国庫財源を伴うもの　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,1,00,,,,1,508,"7,155,000 ","7,612,000 "
福祉課,01,一般会計,1,17,県支出金,02,県補助金,02,民生費県補助金,01,社会福祉費補助金,02,重度心身障害者医療費助成事業補助金,000,,64,10,15,00,都道府県支出金　　　　　　　　　　　　　,都道府県費のみのもの　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,1,00,,,,1,508,"75,511,000 ","73,860,000 "
福祉課,01,一般会計,1,17,県支出金,02,県補助金,02,民生費県補助金,01,社会福祉費補助金,03,障害者向け安心住まいる整備補助事業補助金,000,,64,10,05,00,都道府県支出金　　　　　　　　　　　　　,都道府県費のみのもの　　　　　　　　　　,普通建設事業費支出金　　　　　　　　　　,,1,10,,,,1,508,"187,000 ","187,000 "
福祉課,01,一般会計,1,17,県支出金,02,県補助金,02,民生費県補助金,01,社会福祉費補助金,08,障害者地域生活支援事業費補助金,000,,64,05,40,00,都道府県支出金　　　　　　　　　　　　　,国庫財源を伴うもの　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,1,00,,,,1,508,"12,601,000 ","10,169,000 "
福祉課,01,一般会計,1,17,県支出金,02,県補助金,02,民生費県補助金,01,社会福祉費補助金,11,軽・中等度難聴児補聴器購入費助成事業補助金,000,,64,10,15,00,都道府県支出金　　　　　　　　　　　　　,都道府県費のみのもの　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,1,00,,,,1,508,"111,000 ","111,000 "
福祉課,01,一般会計,1,17,県支出金,02,県補助金,02,民生費県補助金,01,社会福祉費補助金,14,ひとり親家庭の子どもへの学習等支援事業補助金,000,,64,10,15,00,都道府県支出金　　　　　　　　　　　　　,都道府県費のみのもの　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,1,10,,,,1,508,"4,310,000 ","4,631,000 "
福祉課,01,一般会計,1,17,県支出金,02,県補助金,02,民生費県補助金,01,社会福祉費補助金,21,重層的支援体制整備事業交付金,000,,64,05,40,00,都道府県支出金　　　　　　　　　　　　　,国庫財源を伴うもの　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,1,10,,,,1,508,"73,109,000 ","72,520,000 "
福祉課,01,一般会計,1,17,県支出金,02,県補助金,02,民生費県補助金,01,社会福祉費補助金,22,市民後見推進事業補助金,000,,64,05,40,00,都道府県支出金　　　　　　　　　　　　　,国庫財源を伴うもの　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,1,10,,,,1,508,"901,000 ","1,025,000 "
福祉課,01,一般会計,1,17,県支出金,02,県補助金,02,民生費県補助金,02,児童福祉費補助金,01,ひとり親家庭等医療費助成事業補助金,000,,64,10,15,00,都道府県支出金　　　　　　　　　　　　　,都道府県費のみのもの　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,1,00,,,,1,508,"15,979,000 ","15,392,000 "
福祉課,01,一般会計,1,17,県支出金,02,県補助金,02,民生費県補助金,02,児童福祉費補助金,12,子ども医療費助成等交付金,000,,64,10,15,00,都道府県支出金　　　　　　　　　　　　　,都道府県費のみのもの　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,1,00,,,,1,508,"65,611,000 ","63,171,000 "
