所属名,会計,会計名,入出区分,款,款名,項,項名,目,目名,節,節名,細節,細節名,細々節,細々節名,目的１,目的２,目的３,目的４,目的名,目的名２,目的名３,目的名４,自主依存区分,臨経区分,最下層区分１,最下層区分２,最下層区分３,財源区分,年度2,R7予算額,R8予算額
総務課,01,一般会計,1,15,使用料及び手数料,01,使用料,01,総務使用料,01,土地使用料,01,目的外使用料,000,,48,20,00,00,使用料　　　　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,,0,00,,,,0,508,"15,000 ","15,000 "
総務課,01,一般会計,1,15,使用料及び手数料,01,使用料,01,総務使用料,02,建物使用料,01,庁舎目的外使用料,000,,48,20,00,00,使用料　　　　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,,0,00,,,,1,508,"3,906,000 ","3,906,000 "
総務課,01,一般会計,1,16,国庫支出金,03,委託金,01,総務費委託金,01,総務管理費委託金,01,自衛官募集事務地方公共団体委託金,000,,56,40,15,00,国庫支出金　　　　　　　　　　　　　　　,委託金　　　　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,1,00,,,,1,508,"50,000 ","50,000 "
総務課,01,一般会計,1,17,県支出金,03,委託金,01,総務費委託金,01,総務管理費委託金,01,県民だより配布委託金,000,,64,10,15,00,都道府県支出金　　　　　　　　　　　　　,都道府県費のみのもの　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,1,00,,,,1,508,"4,000 ","4,000 "
総務課,01,一般会計,1,22,諸収入,05,雑入,03,総合企画部雑入,01,総務課雑入,05,雇用保険料,000,,84,35,15,00,諸収入　　　　　　　　　　　　　　　　　,雑入　　　　　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,0,10,,,,1,508,"21,000 ","51,000 "
総務課,01,一般会計,1,22,諸収入,05,雑入,03,総合企画部雑入,01,総務課雑入,11,光熱水費等使用者負担金,000,,84,35,15,00,諸収入　　　　　　　　　　　　　　　　　,雑入　　　　　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,0,00,,,,1,508,"1,127,000 ","1,204,000 "
総務課,01,一般会計,1,22,諸収入,05,雑入,03,総合企画部雑入,01,総務課雑入,12,自動販売機設置対価料,000,,84,35,15,00,諸収入　　　　　　　　　　　　　　　　　,雑入　　　　　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,0,00,,,,1,508,"2,630,000 ","1,832,000 "
総務課,01,一般会計,1,22,諸収入,05,雑入,03,総合企画部雑入,01,総務課雑入,14,各種出版物等売払収入,000,,84,35,15,00,諸収入　　　　　　　　　　　　　　　　　,雑入　　　　　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,0,10,,,,0,507,0 ,0 
総務課,01,一般会計,1,22,諸収入,05,雑入,03,総合企画部雑入,01,総務課雑入,21,私用電話料,000,,84,35,15,00,諸収入　　　　　　　　　　　　　　　　　,雑入　　　　　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,0,10,,,,1,508,"46,000 ","49,000 "
総務課,01,一般会計,1,22,諸収入,05,雑入,03,総合企画部雑入,01,総務課雑入,28,後納郵便料,000,,84,35,15,00,諸収入　　　　　　　　　　　　　　　　　,雑入　　　　　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,0,10,,,,1,508,"1,000 ","1,000 "
総務課,01,一般会計,1,22,諸収入,05,雑入,03,総合企画部雑入,01,総務課雑入,30,広告料,000,,84,35,15,00,諸収入　　　　　　　　　　　　　　　　　,雑入　　　　　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,0,00,,,,1,508,"3,953,000 ","2,267,000 "
総務課,01,一般会計,1,22,諸収入,05,雑入,03,総合企画部雑入,01,総務課雑入,38,情報公開等コピー料,000,,84,35,15,00,諸収入　　　　　　　　　　　　　　　　　,雑入　　　　　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,0,10,,,,1,508,"60,000 ","60,000 "
総務課,01,一般会計,1,22,諸収入,05,雑入,03,総合企画部雑入,01,総務課雑入,51,職員駐車場利用料金,000,,84,35,15,00,諸収入　　　　　　　　　　　　　　　　　,雑入　　　　　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,0,00,,,,1,508,"12,096,000 ","11,972,000 "
総務課,01,一般会計,1,22,諸収入,05,雑入,03,総合企画部雑入,01,総務課雑入,52,例規管理料,000,,84,35,15,00,諸収入　　　　　　　　　　　　　　　　　,雑入　　　　　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,0,00,,,,1,508,"152,000 ","152,000 "
総務課,01,一般会計,1,22,諸収入,05,雑入,03,総合企画部雑入,01,総務課雑入,53,庁舎管理分担金,000,,84,35,15,00,諸収入　　　　　　　　　　　　　　　　　,雑入　　　　　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,0,00,,,,1,508,"1,680,000 ","2,160,000 "
人事課,01,一般会計,1,22,諸収入,05,雑入,01,弁償金,01,弁償金,01,弁償金,000,,84,35,15,00,諸収入　　　　　　　　　　　　　　　　　,雑入　　　　　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,0,10,,,,1,508,"1,000 ","1,000 "
人事課,01,一般会計,1,22,諸収入,05,雑入,03,総合企画部雑入,02,人事課雑入,05,雇用保険料,000,,84,35,15,00,諸収入　　　　　　　　　　　　　　　　　,雑入　　　　　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,0,10,,,,1,508,"161,000 ","105,000 "
人事課,01,一般会計,1,22,諸収入,05,雑入,03,総合企画部雑入,02,人事課雑入,51,嘱託医報酬分担金,000,,84,35,15,00,諸収入　　　　　　　　　　　　　　　　　,雑入　　　　　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,0,00,,,,1,508,"120,000 ","120,000 "
人事課,01,一般会計,1,22,諸収入,05,雑入,03,総合企画部雑入,02,人事課雑入,53,都市職員災害共済会事務費,000,,84,35,15,00,諸収入　　　　　　　　　　　　　　　　　,雑入　　　　　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,0,00,,,,1,508,"100,000 ","100,000 "
人事課,01,一般会計,1,22,諸収入,05,雑入,03,総合企画部雑入,02,人事課雑入,54,県市町村振興協会助成金,000,,84,35,15,00,諸収入　　　　　　　　　　　　　　　　　,雑入　　　　　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,0,00,,,,1,508,"100,000 ","100,000 "
人事課,01,一般会計,1,22,諸収入,05,雑入,03,総合企画部雑入,02,人事課雑入,55,職員の健康づくり支援事業助成金,000,,84,35,15,00,諸収入　　　　　　　　　　　　　　　　　,雑入　　　　　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,0,00,,,,1,508,"300,000 ","300,000 "
人事課,01,一般会計,1,22,諸収入,05,雑入,03,総合企画部雑入,02,人事課雑入,61,非常勤職員報酬負担金,000,,84,35,15,00,諸収入　　　　　　　　　　　　　　　　　,雑入　　　　　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,0,00,,,,1,508,"1,196,000 ","1,304,000 "
人権啓発・男女共同参画室,01,一般会計,1,16,国庫支出金,02,国庫補助金,01,総務費国庫補助金,22,地域女性活躍推進交付金,01,地域女性活躍推進交付金,000,,56,65,00,00,国庫支出金　　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,,1,10,,,,1,507,0 ,0 
人権啓発・男女共同参画室,01,一般会計,1,16,国庫支出金,03,委託金,01,総務費委託金,03,拉致被害者等生活相談等事務委託金,01,拉致被害者等生活相談等事務委託金,000,,56,40,15,00,国庫支出金　　　　　　　　　　　　　　　,委託金　　　　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,1,10,,,,1,508,"20,000 ","16,000 "
人権啓発・男女共同参画室,01,一般会計,1,17,県支出金,03,委託金,01,総務費委託金,01,総務管理費委託金,02,人権啓発活動市町村委託金,000,,64,05,25,15,都道府県支出金　　　　　　　　　　　　　,国庫財源を伴うもの　　　　　　　　　　　,委託金　　　　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,1,10,,,,1,508,"300,000 ","300,000 "
人権啓発・男女共同参画室,01,一般会計,1,22,諸収入,05,雑入,03,総合企画部雑入,03,人権擁護・男女共生推進課雑入,05,雇用保険料,000,,84,35,15,00,諸収入　　　　　　　　　　　　　　　　　,雑入　　　　　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,0,10,,,,1,508,"13,000 ","11,000 "
企画政策課,01,一般会計,1,15,使用料及び手数料,01,使用料,01,総務使用料,04,車両運行使用料,01,地域交通使用料,000,,48,20,00,00,使用料　　　　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,,0,00,,,,1,508,"700,000 ","1,446,000 "
企画政策課,01,一般会計,1,16,国庫支出金,02,国庫補助金,01,総務費国庫補助金,01,総務管理費補助金,01,社会保障・税番号制度システム整備費補助金,000,,56,65,00,00,国庫支出金　　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,,1,10,,,,1,507,0 ,0 
企画政策課,01,一般会計,1,16,国庫支出金,02,国庫補助金,01,総務費国庫補助金,01,総務管理費補助金,15,デジタル基盤改革支援補助金,000,,56,65,00,00,国庫支出金　　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,,1,10,,,,1,508,"222,378,000 ","71,230,000 "
企画政策課,01,一般会計,1,16,国庫支出金,02,国庫補助金,01,総務費国庫補助金,01,総務管理費補助金,18,共創モデル実証運行事業補助金,000,,56,65,00,00,国庫支出金　　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,,1,10,,,,1,507,0 ,0 
企画政策課,01,一般会計,1,16,国庫支出金,02,国庫補助金,01,総務費国庫補助金,01,総務管理費補助金,20,交通空白解消緊急対策事業費補助金,000,,56,65,00,00,国庫支出金　　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,,1,10,,,,1,508,0 ,0 
企画政策課,01,一般会計,1,17,県支出金,01,県負担金,03,事務移譲交付金,01,事務移譲交付金,01,事務移譲交付金,000,,64,10,15,00,都道府県支出金　　　　　　　　　　　　　,都道府県費のみのもの　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,1,00,,,,0,508,"4,000,000 ","4,000,000 "
企画政策課,01,一般会計,1,17,県支出金,02,県補助金,01,総務費県補助金,01,総務管理費補助金,19,地域の移動手段確保支援事業費補助金,000,,64,10,15,00,都道府県支出金　　　　　　　　　　　　　,都道府県費のみのもの　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,1,10,,,,1,508,"5,000,000 ","3,050,000 "
企画政策課,01,一般会計,1,17,県支出金,03,委託金,01,総務費委託金,05,統計調査費委託金,01,学校基本調査交付金,000,,64,05,25,15,都道府県支出金　　　　　　　　　　　　　,国庫財源を伴うもの　　　　　　　　　　　,委託金　　　　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,1,00,,,,1,508,"27,000 ","31,000 "
企画政策課,01,一般会計,1,17,県支出金,03,委託金,01,総務費委託金,05,統計調査費委託金,09,農林業センサス交付金,000,,64,05,25,15,都道府県支出金　　　　　　　　　　　　　,国庫財源を伴うもの　　　　　　　　　　　,委託金　　　　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,1,10,,,,1,507,0 ,0 
企画政策課,01,一般会計,1,17,県支出金,03,委託金,01,総務費委託金,05,統計調査費委託金,10,国勢調査交付金,000,,64,05,25,15,都道府県支出金　　　　　　　　　　　　　,国庫財源を伴うもの　　　　　　　　　　　,委託金　　　　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,1,10,,,,1,507,0 ,0 
企画政策課,01,一般会計,1,17,県支出金,03,委託金,01,総務費委託金,05,統計調査費委託金,18,経済センサス準備等交付金,000,,64,05,25,15,都道府県支出金　　　　　　　　　　　　　,国庫財源を伴うもの　　　　　　　　　　　,委託金　　　　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,1,10,,,,1,507,0 ,0 
企画政策課,01,一般会計,1,17,県支出金,03,委託金,01,総務費委託金,05,統計調査費委託金,20,経済センサス調査区管理交付金,000,,64,05,25,15,都道府県支出金　　　　　　　　　　　　　,国庫財源を伴うもの　　　　　　　　　　　,委託金　　　　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,1,00,,,,1,508,"27,000 ","22,000 "
企画政策課,01,一般会計,1,17,県支出金,03,委託金,01,総務費委託金,05,統計調査費委託金,21,経済センサス活動調査交付金,000,,64,05,25,15,都道府県支出金　　　　　　　　　　　　　,国庫財源を伴うもの　　　　　　　　　　　,委託金　　　　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,1,10,,,,1,508,0 ,"4,731,000 "
企画政策課,01,一般会計,1,17,県支出金,03,委託金,01,総務費委託金,05,統計調査費委託金,23,統計調査員確保対策事業委託金,000,,64,05,25,15,都道府県支出金　　　　　　　　　　　　　,国庫財源を伴うもの　　　　　　　　　　　,委託金　　　　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,1,00,,,,1,508,"39,000 ","42,000 "
企画政策課,01,一般会計,1,19,寄附金,01,寄附金,01,総務費寄附金,01,総務管理費寄附金,09,地方創生寄附金,000,,72,15,00,00,寄附金　　　　　　　　　　　　　　　　　,その他,,,0,10,,,,0,508,0 ,"100,000 "
企画政策課,01,一般会計,1,22,諸収入,05,雑入,03,総合企画部雑入,04,企画政策課雑入,05,雇用保険料,000,,84,35,15,00,諸収入　　　　　　　　　　　　　　　　　,雑入　　　　　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,0,10,,,,1,508,"35,000 ","26,000 "
企画政策課,01,一般会計,1,22,諸収入,05,雑入,03,総合企画部雑入,04,企画政策課雑入,51,地域イントラネット負担金,000,,84,35,15,00,諸収入　　　　　　　　　　　　　　　　　,雑入　　　　　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,0,00,,,,1,507,0 ,0 
企画政策課,01,一般会計,1,22,諸収入,05,雑入,03,総合企画部雑入,04,企画政策課雑入,53,情報化関連経費負担金,000,,84,35,15,00,諸収入　　　　　　　　　　　　　　　　　,雑入　　　　　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,0,00,,,,1,508,"7,560,000 ","22,049,000 "
企画政策課,01,一般会計,1,22,諸収入,05,雑入,03,総合企画部雑入,04,企画政策課雑入,57,地域公共交通確保維持改善事業費補助金,000,,84,35,00,00,諸収入　　　　　　　　　　　　　　　　　,雑入　　　　　　　　　　　　　　　　　　,,,1,00,,,,1,508,"10,228,000 ","28,635,000 "
企画政策課,01,一般会計,1,22,諸収入,05,雑入,03,総合企画部雑入,04,企画政策課雑入,83,地域交通運行維持協力金,000,,84,35,15,00,諸収入　　　　　　　　　　　　　　　　　,雑入　　　　　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,0,00,,,,1,507,0 ,0 
企画政策課,01,一般会計,1,22,諸収入,05,雑入,03,総合企画部雑入,04,企画政策課雑入,85,にしやま・いずもざき通勤通学ライナー負担金,000,,84,35,15,00,諸収入　　　　　　　　　　　　　　　　　,雑入　　　　　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,0,00,,,,1,508,0 ,"1,100,000 "
電源エネルギー戦略室,01,一般会計,1,13,電源立地地域対策等交付金,01,電源立地地域対策等交付金,02,電源立地地域対策交付金,01,電源立地地域対策交付金,01,電源立地地域対策交付金,000,,56,60,00,00,国庫支出金　　　　　　　　　　　　　　　,電源立地地域対策等交付金,,,1,10,02,04,18,1,508,"2,112,940,000 ","2,076,016,000 "
電源エネルギー戦略室,01,一般会計,1,16,国庫支出金,02,国庫補助金,01,総務費国庫補助金,01,総務管理費補助金,07,エネルギー構造高度化・転換理解促進事業費補助金,000,,56,65,00,00,国庫支出金　　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,,1,10,,,,1,508,"9,090,000 ","30,000,000 "
電源エネルギー戦略室,01,一般会計,1,17,県支出金,02,県補助金,01,総務費県補助金,01,総務管理費補助金,01,電源立地地域対策交付金,000,,64,05,30,00,都道府県支出金　　　　　　　　　　　　　,国庫財源を伴うもの　　　　　　　　　　　,電源立地促進対策等交付金　　　　　　　　,,1,10,02,05,20,1,508,"386,082,000 ","305,676,000 "
電源エネルギー戦略室,01,一般会計,1,17,県支出金,02,県補助金,01,総務費県補助金,01,総務管理費補助金,02,原子力発電施設立地市町村振興交付金,000,,64,10,15,00,都道府県支出金　　　　　　　　　　　　　,都道府県費のみのもの　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,1,10,,,,1,508,"824,585,000 ","824,585,000 "
電源エネルギー戦略室,01,一般会計,1,17,県支出金,02,県補助金,01,総務費県補助金,01,総務管理費補助金,03,大規模発電用施設立地地域振興事業補助金,000,,64,05,30,00,都道府県支出金　　　　　　　　　　　　　,国庫財源を伴うもの　　　　　　　　　　　,電源立地促進対策等交付金　　　　　　　　,,1,10,,,,1,508,"150,000,000 ","150,000,000 "
電源エネルギー戦略室,01,一般会計,1,18,財産収入,01,財産運用収入,01,財産貸付収入,01,土地貸付収入,01,土地貸付収入,000,,68,05,00,00,財産収入　　　　　　　　　　　　　　　　,財産運用収入　　　　　　　　　　　　　　,,,0,00,,,,0,508,"1,371,000 ","2,803,000 "
電源エネルギー戦略室,01,一般会計,1,18,財産収入,01,財産運用収入,01,財産貸付収入,01,土地貸付収入,02,電柱土地貸付料,000,,68,05,00,00,財産収入　　　　　　　　　　　　　　　　,財産運用収入　　　　　　　　　　　　　　,,,0,00,,,,0,508,"43,000 ","47,000 "
電源エネルギー戦略室,01,一般会計,1,18,財産収入,01,財産運用収入,02,利子及び配当金,02,財産基金収入,12,電源立地地域整備基金利子収入,000,,68,05,00,00,財産収入　　　　　　　　　　　　　　　　,財産運用収入　　　　　　　　　　　　　　,,,0,10,,,,1,508,"381,000 ","331,000 "
電源エネルギー戦略室,01,一般会計,1,18,財産収入,01,財産運用収入,02,利子及び配当金,02,財産基金収入,28,環境・エネルギー産業拠点化推進基金利子収入,000,,68,05,00,00,財産収入　　　　　　　　　　　　　　　　,財産運用収入　　　　　　　　　　　　　　,,,0,10,,,,1,508,"2,469,000 ","3,144,000 "
電源エネルギー戦略室,01,一般会計,1,20,繰入金,01,基金繰入金,01,基金繰入金,13,電源立地地域整備基金繰入金,01,電源立地地域整備基金繰入金,000,,76,00,00,00,繰入金　　　　　　　　　　　　　　　　　,,,,0,10,,,,1,508,"123,075,000 ","164,688,000 "
電源エネルギー戦略室,01,一般会計,1,20,繰入金,01,基金繰入金,01,基金繰入金,26,環境・エネルギー産業拠点化推進基金繰入金,01,環境・エネルギー産業拠点化推進基金繰入金,000,,76,00,00,00,繰入金　　　　　　　　　　　　　　　　　,,,,0,10,,,,1,508,"1,055,000,000 ","1,000,000 "
電源エネルギー戦略室,01,一般会計,1,22,諸収入,05,雑入,03,総合企画部雑入,06,電源エネルギー戦略課雑入,05,雇用保険料,000,,84,35,15,00,諸収入　　　　　　　　　　　　　　　　　,雑入　　　　　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,0,10,,,,1,508,"13,000 ","12,000 "
元気発信課,01,一般会計,1,17,県支出金,02,県補助金,01,総務費県補助金,01,総務管理費補助金,12,移住・就業等支援事業補助金,000,,64,05,40,00,都道府県支出金　　　　　　　　　　　　　,国庫財源を伴うもの　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,1,10,,,,1,508,"14,767,000 ","5,167,000 "
元気発信課,01,一般会計,1,17,県支出金,02,県補助金,01,総務費県補助金,01,総務管理費補助金,13,Ｕ・Ｉターン実現トータルサポート事業補助金,000,,64,10,15,00,都道府県支出金　　　　　　　　　　　　　,都道府県費のみのもの　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,1,10,,,,1,508,"2,500,000 ","2,500,000 "
元気発信課,01,一般会計,1,18,財産収入,01,財産運用収入,02,利子及び配当金,02,財産基金収入,13,ふるさと応援基金利子収入,000,,68,05,00,00,財産収入　　　　　　　　　　　　　　　　,財産運用収入　　　　　　　　　　　　　　,,,0,10,,,,1,508,"1,821,000 ","3,497,000 "
元気発信課,01,一般会計,1,19,寄附金,01,寄附金,01,総務費寄附金,01,総務管理費寄附金,04,ふるさと応援寄附金,000,,72,00,00,00,寄附金　　　　　　　　　　　　　　　　　,,,,0,10,,,,1,508,"500,000,000 ","550,000,000 "
元気発信課,01,一般会計,1,20,繰入金,01,基金繰入金,01,基金繰入金,16,ふるさと応援基金繰入金,01,ふるさと応援基金繰入金,000,,76,00,00,00,繰入金　　　　　　　　　　　　　　　　　,,,,0,10,,,,1,508,"450,000,000 ","550,000,000 "
元気発信課,01,一般会計,1,22,諸収入,05,雑入,03,総合企画部雑入,08,元気発信課雑入,05,雇用保険料,000,,84,35,15,00,諸収入　　　　　　　　　　　　　　　　　,雑入　　　　　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,0,10,,,,1,508,"58,000 ","52,000 "
元気発信課,01,一般会計,1,22,諸収入,05,雑入,03,総合企画部雑入,08,元気発信課雑入,30,広告料,000,,84,35,15,00,諸収入　　　　　　　　　　　　　　　　　,雑入　　　　　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,0,00,,,,0,508,"90,000 ","90,000 "
財政管理課,01,一般会計,1,08,ゴルフ場利用税交付金,01,ゴルフ場利用税交付金,01,ゴルフ場利用税交付金,01,ゴルフ場利用税交付金,01,ゴルフ場利用税交付金,000,,20,00,00,00,ゴルフ場利用税交付金　　　　　　　　　　,,,,1,00,,,,0,508,"18,000,000 ","17,000,000 "
財政管理課,01,一般会計,1,10,地方特例交付金,01,地方特例交付金,01,地方特例交付金,01,地方特例交付金,03,減収補?特例交付金,000,,34,05,00,00,地方特例交付金等,（不使用）減収補填特例交付金,,,1,00,,,,0,508,"63,000,000 ","75,349,000 "
財政管理課,01,一般会計,1,10,地方特例交付金,02,新型コロナウイルス感染症対策地方税減収補?特別交付金,01,新型コロナウイルス感染症対策地方税減収補?特別交付金,01,新型コロナウイルス感染症対策地方税減収補?特別交付金,01,新型コロナウイルス感染症対策地方税減収補?特別交付金,000,,34,00,00,00,地方特例交付金等,,,,1,10,,,,0,508,"9,692,000 ","455,000 "
財政管理課,01,一般会計,1,11,地方交付税,01,地方交付税,01,地方交付税,01,地方交付税,01,普通交付税,000,,36,05,00,00,地方交付税　　　　　　　　　　　　　　　,普通交付税　　　　　　　　　　　　　　　,,,1,00,,,,0,508,"6,540,000,000 ","6,700,000,000 "
財政管理課,01,一般会計,1,11,地方交付税,01,地方交付税,01,地方交付税,01,地方交付税,02,特別交付税,000,,36,10,00,00,地方交付税　　　　　　　　　　　　　　　,特別交付税　　　　　　　　　　　　　　　,,,1,10,,,,0,508,"670,000,000 ","680,000,000 "
財政管理課,01,一般会計,1,12,交通安全対策特別交付金,01,交通安全対策特別交付金,01,交通安全対策特別交付金,01,交通安全対策特別交付金,01,交通安全対策特別交付金,000,,40,00,00,00,交通安全対策特別交付金　　　　　　　　　,,,,1,00,,,,0,508,"5,700,000 ","5,400,000 "
財政管理課,01,一般会計,1,15,使用料及び手数料,01,使用料,01,総務使用料,01,土地使用料,01,目的外使用料,000,,48,20,00,00,使用料　　　　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,,0,00,,,,0,508,"275,000 ","260,000 "
財政管理課,01,一般会計,1,15,使用料及び手数料,01,使用料,01,総務使用料,03,里道・水路等法定外公共物使用料,01,里道・水路等法定外公共物使用料,000,,48,20,00,00,使用料　　　　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,,0,00,,,,0,508,"9,261,000 ","9,398,000 "
財政管理課,01,一般会計,1,17,県支出金,02,県補助金,01,総務費県補助金,01,総務管理費補助金,14,地籍調査事業費補助金,000,,64,05,40,00,都道府県支出金　　　　　　　　　　　　　,国庫財源を伴うもの　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,1,00,,,,1,508,"2,323,000 ","25,690,000 "
財政管理課,01,一般会計,1,18,財産収入,01,財産運用収入,01,財産貸付収入,01,土地貸付収入,01,土地貸付収入,000,,68,05,00,00,財産収入　　　　　　　　　　　　　　　　,財産運用収入　　　　　　　　　　　　　　,,,0,00,,,,0,508,"17,642,000 ","17,474,000 "
財政管理課,01,一般会計,1,18,財産収入,01,財産運用収入,01,財産貸付収入,02,建物貸付収入,01,建物貸付収入,000,,68,05,00,00,財産収入　　　　　　　　　　　　　　　　,財産運用収入　　　　　　　　　　　　　　,,,0,00,,,,0,508,"207,000 ","207,000 "
財政管理課,01,一般会計,1,18,財産収入,01,財産運用収入,02,利子及び配当金,01,株式配当金,01,株式配当金,000,,68,05,00,00,財産収入　　　　　　　　　　　　　　　　,財産運用収入　　　　　　　　　　　　　　,,,0,10,,,,0,508,"7,025,000 ","7,814,000 "
財政管理課,01,一般会計,1,18,財産収入,01,財産運用収入,02,利子及び配当金,02,財産基金収入,01,財政調整基金利子収入,000,,68,05,00,00,財産収入　　　　　　　　　　　　　　　　,財産運用収入　　　　　　　　　　　　　　,,,0,10,,,,1,508,"23,162,000 ","42,948,000 "
財政管理課,01,一般会計,1,18,財産収入,01,財産運用収入,02,利子及び配当金,02,財産基金収入,02,減債基金利子収入,000,,68,05,00,00,財産収入　　　　　　　　　　　　　　　　,財産運用収入　　　　　　　　　　　　　　,,,0,10,,,,1,508,"3,602,000 ","7,486,000 "
財政管理課,01,一般会計,1,18,財産収入,01,財産運用収入,02,利子及び配当金,02,財産基金収入,23,ガス事業清算金活用基金利子収入,000,,68,05,00,00,財産収入　　　　　　　　　　　　　　　　,財産運用収入　　　　　　　　　　　　　　,,,0,10,,,,1,508,"1,059,000 ","2,756,000 "
財政管理課,01,一般会計,1,18,財産収入,01,財産運用収入,02,利子及び配当金,02,財産基金収入,30,公共施設適正管理基金利子収入,000,,68,05,00,00,財産収入　　　　　　　　　　　　　　　　,財産運用収入　　　　　　　　　　　　　　,,,0,10,,,,1,508,"1,985,000 ","5,505,000 "
財政管理課,01,一般会計,1,18,財産収入,02,財産売払収入,01,不動産売払収入,01,土地売払収入,01,土地売払収入,000,,68,10,05,00,財産収入　　　　　　　　　　　　　　　　,財産売払収入　　　　　　　　　　　　　　,土地建物　　　　　　　　　　　　　　　　,,0,10,,,,0,508,"1,000 ","1,000 "
財政管理課,01,一般会計,1,18,財産収入,02,財産売払収入,01,不動産売払収入,02,建物売払収入,01,建物売払収入,000,,68,10,05,00,財産収入　　　　　　　　　　　　　　　　,財産売払収入　　　　　　　　　　　　　　,土地建物　　　　　　　　　　　　　　　　,,0,10,,,,0,508,"1,000 ","1,000 "
財政管理課,01,一般会計,1,18,財産収入,02,財産売払収入,01,不動産売払収入,03,立木売払収入,01,立木売払収入,000,,68,10,10,00,財産収入　　　　　　　　　　　　　　　　,財産売払収入　　　　　　　　　　　　　　,立木材　　　　　　　　　　　　　　　　　,,0,10,,,,0,508,"1,000 ","1,000 "
財政管理課,01,一般会計,1,20,繰入金,01,基金繰入金,01,基金繰入金,03,減債基金繰入金,01,減債基金繰入金,000,,76,00,00,00,繰入金　　　　　　　　　　　　　　　　　,,,,0,10,,,,0,508,"237,532,000 ","70,128,000 "
財政管理課,01,一般会計,1,20,繰入金,01,基金繰入金,01,基金繰入金,04,財政調整基金繰入金,01,財政調整基金繰入金,000,,76,00,00,00,繰入金　　　　　　　　　　　　　　　　　,,,,0,10,,,,0,508,"1,300,000,000 ","1,800,000,000 "
